book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_19,11,ROI_174.png,241247,391,617,0.046,"['tintin', 'haddock']","[0.891, 0.823]",[0.924],1,['1'],{0: 'tintin'},['there. ']
T_19,11,ROI_175.png,348090,566,615,0.379,[],['NONE'],"[0.941, 0.644]",2,[],"{0: 'NaN', 1: 'NaN'}","[""look he's talking to some- one but. good heavens! it's Dawson. I've met him be- He was police chief in the International Settlement in Shanghai. "", 'UNKNOWN']"
T_19,11,ROI_176.png,416355,677,615,0.207,"['haddock', 'tintin']","[0.937, 0.793]","[0.868, 0.772]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['The Thompsons! ', 'and lurking behind their newspapers. ']"
T_19,11,ROI_177.png,357896,581,616,0.513,"['haddock', 'tintin']","[0.957, 0.944]","[0.925, 0.837]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""This all looks pretty fishy I'd like to know a bit more you stay here, and as soon as wallet. I'll follow Dawson. We'll meet ak marlinspike. "", 'o.kk. ']"
T_19,11,ROI_178.png,356048,578,616,0.111,['tintin'],[0.902],[0.954],1,['1'],{0: 'tintin'},['There he is getting into that black Jaguar. ']
T_19,11,ROI_179.png,389944,632,617,0.147,['snowy'],[0.872],[0.666],1,[],{0: 'NaN'},"['quick, taxi!. jaguar, there, ahead of us. ']"
T_19,11,ROI_180.png,380070,618,615,0.079,[],['NONE'],[0.67],1,[],{0: 'NaN'},['where are we off to now? ']
T_19,12,ROI_182.png,340272,556,612,0.2,[],['NONE'],[0.949],1,[],{0: 'NaN'},"[""We're on the outskirts of town already. ah, he's slow- ing down. He's going to turn off. ""]"
T_19,12,ROI_183.png,399676,652,613,0.085,[],['NONE'],"[0.958, 0.633]",2,[],"{0: 'NaN', 1: 'NaN'}","['This is it. driver. stop! ', 'debbes. ']"
T_19,12,ROI_184.png,380664,622,612,0.0,['tintin'],[0.851],[],0,[],{},[]
T_19,12,ROI_185.png,354200,575,616,0.059,"['snowy', 'tintin']","[0.883, 0.756]",[0.926],1,['1'],{0: 'tintin'},['0h. a ']
T_19,12,ROI_186.png,203565,331,615,0.305,['tintin'],[0.938],[0.942],1,[],{0: 'NaN'},"['How can I get in without being seen? perhaps yes, I know. ']"
T_19,12,ROI_187.png,304304,494,616,0.0,"['tintin', 'snowy']","[0.833, 0.729]",[],0,[],{},[]
T_19,12,ROI_188.png,253176,411,616,0.199,[],['NONE'],[0.929],1,[],{0: 'NaN'},"[""We're over the first hurdle. Now let's see ""]"
T_19,12,ROI_189.png,351822,573,614,0.091,[],['NONE'],[0.831],1,[],{0: 'NaN'},['aircraft. So we were right! ']
T_19,12,ROI_190.png,147733,241,613,0.134,[],['NONE'],[0.943],1,[],{0: 'NaN'},['careful! footsteps! ']
T_19,12,ROI_191.png,202620,330,614,0.31,['tintin'],[0.919],[0.892],1,[],{0: 'NaN'},"['morning guv. seen the report- er today? no? well, read ']"
T_19,12,ROI_192.png,407130,662,615,0.378,['tintin'],[0.891],"[0.93, 0.845]",2,[],"{0: 'NaN', 1: 'NaN'}","['How right you are any news. from Alcazar? ', 'Aha! bravo we sold boys know how to make use of them. ']"
T_19,12,ROI_193.png,340710,554,615,0.432,[],['NONE'],[0.973],1,[],{0: 'NaN'},"[""It's in the bag Twelve Mos- To help him. chuck out his rival tapioca. suits us. Let them. fight. so as we can un- load our junk on them. why worry? ""]"
T_19,12,ROI_194.png,337700,550,614,0.433,['tintin'],[0.938],[0.92],1,[],{0: 'NaN'},"[""You've said it well I'll see to the packing of those Now that they've got the green light over there, they going to need them. to me. ""]"
T_19,12,ROI_195.png,466090,734,635,0.058,"['tintin', 'snowy']","[0.903, 0.806]","[0.813, 0.709]",2,"['1', '2']","{0: 'snowy', 1: 'snowy'}","['id ', 'UNKNOWN']"
T_19,13,ROI_198.png,336265,545,617,0.196,['tintin'],[0.899],[0.93],1,['1'],{0: 'tintin'},"[""What's that? earth's going on what's this confounded thing? ""]"
T_19,13,ROI_199.png,320320,520,616,0.0,['tintin'],[0.927],[],0,[],{},[]
T_19,13,ROI_200.png,469096,764,614,0.0,[],['NONE'],[],0,[],{},[]
T_19,13,ROI_201.png,389276,634,614,0.054,[],['NONE'],"[0.842, 0.78]",2,[],"{0: 'NaN', 1: 'NaN'}","['An alarm-clock! ', '!']"
T_19,13,ROI_202.png,335244,546,614,0.0,"['tintin', 'snowy']","[0.903, 0.771]",[],0,[],{},[]
T_19,13,ROI_203.png,402248,653,616,0.2,"['tintin', 'snowy']","[0.838, 0.758]",[0.774],1,['1'],{0: 'tintin'},"[""Abdullah the little pest! I'll bet. he put that alarm-clock in my pocket ""]"
T_19,13,ROI_204.png,378216,612,618,0.255,[],['NONE'],[0.87],1,[],{0: 'NaN'},['A young. lad with a white you say? how did they manage to get your seeing? ']
T_19,13,ROI_205.png,329560,535,616,0.098,['snowy'],[0.79],"[0.854, 0.752]",2,[],"{0: 'NaN', 1: 'NaN'}","['Daily Reporter. isir. ', 'thanks. ']"
T_19,13,ROI_206.png,425113,689,617,0.0,"['tintin', 'snowy']","[0.881, 0.761]",[],0,[],{},[]
T_19,13,ROI_207.png,357243,579,617,0.145,"['tintin', 'snowy']","[0.934, 0.855]",[0.844],1,['1'],{0: 'snowy'},['Great Scot cap- tain ']
T_19,13,ROI_208.png,352260,570,618,0.091,[],['NONE'],[0.606],1,[],{0: 'NaN'},['little later ']
T_19,13,ROI_209.png,422220,681,620,0.0,"['tintin', 'snowy']","[0.952, 0.876]",[],0,[],{},[]
T_19,14,ROI_211.png,491310,795,618,0.057,['snowy'],[0.76],[0.653],1,[],{0: 'NaN'},['0 1 ']
T_19,14,ROI_212.png,332484,538,618,0.203,['tintin'],[0.909],"[0.869, 0.844]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['abdullah just you wait till I catch you ', 'Ha"" ha! hal ha\' ']"
T_19,14,ROI_213.png,307764,498,618,0.25,['snowy'],[0.865],[0.957],1,['1'],{0: 'snowy'},"[""Poor kid. all the same He's too young to realise how serious things. are. ""]"
T_19,14,ROI_214.png,251328,408,616,0.042,"['snowy', 'tintin']","[0.88, 0.873]",[0.648],1,['1'],{0: 'tintin'},['?']
T_19,14,ROI_215.png,449904,728,618,0.379,"['haddock', 'tintin']","[0.951, 0.909]","[0.729, 0.684]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['too read this. ', ""Blue blistering barnacles. This time I've had enough! The little pest! A fire- having forty. winks. It's the end! He's going back to his father! ""]"
T_19,14,ROI_216.png,432760,698,620,0.0,[],['NONE'],[],0,[],{},[]
T_19,14,ROI_217.png,319800,520,615,0.42,"['haddock', 'tintin']","[0.979, 0.945]","[0.947, 0.941]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['no, but. ', ""thundi ering typhoons. the poor Emir! This explains the serious situation he Well, you're right : we can't send Abdullah home. ""]"
T_19,14,ROI_218.png,339416,551,616,0.439,"['haddock', 'tintin']","[0.955, 0.905]","[0.921, 0.867]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""Tintin, you're a genius. but. where can be go? "", ""perhaps. there's another way out. ITF we can't send nothing. to skopi us going away ourselves. ""]"
T_19,14,ROI_219.png,216502,757,286,0.314,"['haddock', 'tintin']","[0.963, 0.936]","[0.858, 0.724]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""That's it khemed good idea! "", 'where? Well, what about Khomed? ']"
T_19,14,ROI_220.png,241044,758,318,0.353,"['haddock', 'tintin']","[0.959, 0.94]",[0.674],1,['1'],{0: 'haddock'},"[""What? Khemed? In the middle of a revolution You're crazy What could we do there? ""]"
T_19,14,ROI_221.png,373926,609,614,0.171,"['haddock', 'tintin']","[0.957, 0.937]",[0.916],1,['1'],{0: 'haddock'},"[""no, thanks, not for me Youngo if you like. I'm staying here! ""]"
T_19,14,ROI_222.png,444366,702,633,0.0,"['snowy', 'tintin']","[0.815, 0.762]",[],0,[],{},[]
T_19,14,ROI_223.png,319704,519,616,0.09,"['haddock', 'tintin']","[0.963, 0.923]",[0.766],1,[],{0: 'NaN'},"[""All right, I'm ""]"
T_19,15,ROI_225.png,230514,373,618,0.242,[],['NONE'],[0.951],1,[],{0: 'NaN'},['A youngster with white dog? That reminds one of something. but what? ']
T_19,15,ROI_226.png,77572,473,164,0.0,[],['NONE'],[],0,[],{},[]
T_19,15,ROI_227.png,324105,527,615,0.596,[],['NONE'],[0.882],1,[],{0: 'NaN'},"[""yes, they bringing him back. This Captain Haddock, who meet yesterday with one of my friends.... tintin. quez Si, Tintin. You know him? call you receive last night? ye's, it was him. He find number in my wallet. ""]"
T_19,15,ROI_228.png,269985,439,615,0.309,[],['NONE'],[0.931],1,[],{0: 'NaN'},"['tintin. so he\'s the sticking his nose one into my business!. 1""11 soon take care of him. ']"
T_19,15,ROI_229.png,203943,471,433,0.359,[],['NONE'],[0.844],1,[],{0: 'NaN'},"[""hello? Who's that? what? oh. your wallet You've got it back? ""]"
T_19,15,ROI_230.png,407837,661,617,0.068,[],['NONE'],[0.964],1,[],{0: 'NaN'},['Here comes the plane from Beirut. ']
T_19,15,ROI_231.png,149644,716,209,0.0,[],['NONE'],[],0,[],{},[]
T_19,15,ROI_232.png,275850,450,613,0.0,[],['NONE'],[],0,[],{},[]
T_19,15,ROI_233.png,277746,714,389,0.377,[],['NONE'],"[0.837, 0.756]",2,[],"{0: 'NaN', 1: 'NaN'}","['xlphido jyllies. wadesdah. airport ', ""you understand? If he's aboard, you put this briefcase in the baggage compartment. ""]"
T_19,15,ROI_234.png,260796,422,618,0.0,['haddock'],[0.86],[],0,[],{},[]
T_19,15,ROI_235.png,460536,744,619,0.145,"['haddock', 'snowy', 'tintin']","[0.968, 0.916, 0.892]",[0.691],1,['1'],{0: 'haddock'},"[""I'm not sorry to get here With these old crates you can never be sure. ""]"
T_19,15,ROI_236.png,411102,662,621,0.145,['haddock'],[0.724],[0.762],1,[],{0: 'NaN'},"['say, have you noticed armed men. all over the place. ']"
T_19,15,ROI_237.png,338116,548,617,0.092,[],['NONE'],[0.919],1,[],{0: 'NaN'},"['Passports, please gentlemen ']"
T_19,15,ROI_238.png,329478,534,617,0.0,['haddock'],[0.727],[],0,[],{},[]
T_19,15,ROI_239.png,455840,740,616,0.202,['haddock'],[0.932],[0.614],1,[],{0: 'NaN'},['I am sorry. gentlemen. you have no in Khomeid. you must re- board ']
T_19,16,ROI_242.png,362179,587,617,0.27,"['haddock', 'tintin']","[0.961, 0.756]","[0.825, 0.694]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['Here are your passports. You will be conducted to the aircraft. ', 'Blistering barnacles. what sort of a yarin is that? ']"
T_19,16,ROI_243.png,377608,613,616,0.34,['haddock'],[0.936],"[0.899, 0.614]",2,['1'],"{0: 'haddock', 1: 'NaN'}","[""Thundering typhoons. ill you're not getting away with this! Our pass ports are perfectly in order. You have no right. "", 'lgirail against transcielries. ']"
T_19,16,ROI_244.png,393624,639,616,0.253,[],['NONE'],[0.874],1,[],{0: 'NaN'},"[""Billions of blistering barnacles! To have come so far, and then be held up by these Bashi-bazouks! It's absolutely infuriating ""]"
T_19,16,ROI_245.png,266112,432,616,0.249,[],['NONE'],[0.957],1,[],{0: 'NaN'},"[""there they. go! In an hour they'll be flying then ""]"
T_19,16,ROI_246.png,575344,934,616,0.26,"['haddock', 'tintin']","[0.966, 0.759]",[0.745],1,['1'],{0: 'haddock'},['Another eternity in this flying coffin And a bumpy trip into the bargain. Rattled about like dice in a box I just wonder what sort of trouble will drop on next. ']
T_19,16,ROI_247.png,284592,462,616,0.0,[],['NONE'],[],0,[],{},[]
T_19,16,ROI_248.png,281969,457,617,0.193,"['haddock', 'tintin']","[0.969, 0.932]",[0.95],1,['1'],{0: 'haddock'},['Thundering typhoons! Why does everything happen. to ']
T_19,16,ROI_249.png,135568,458,296,0.187,[],['NONE'],[0.86],1,[],{0: 'NaN'},"['look out, Captain! ']"
T_19,16,ROI_250.png,567004,916,619,0.034,"['tintin', 'haddock', 'snowy']","[0.897, 0.874, 0.821]",[0.899],1,['1'],{0: 'tintin'},['air-pocket ']
T_19,16,ROI_251.png,139840,460,304,0.115,[],['NONE'],[0.882],1,[],{0: 'NaN'},['another. ']
T_19,16,ROI_252.png,331408,538,616,0.0,[],['NONE'],[],0,[],{},[]
T_19,16,ROI_253.png,388710,630,617,0.066,"['haddock', 'tintin']","[0.942, 0.899]",[0.921],1,[],{0: 'NaN'},"[""You're not hurt. are you? ""]"
T_19,16,ROI_254.png,410256,666,616,0.172,[],['NONE'],"[0.807, 0.664]",2,[],"{0: 'NaN', 1: 'NaN'}","['UNKNOWN', ""Not at all. I'm just enjoying the luxurious comfort of air travel ""]"
T_19,17,ROI_256.png,328490,535,614,0.254,[],['NONE'],[0.979],1,[],{0: 'NaN'},"[""golly can smell trouble. There's something sinister going on here. I must warn Tintin at once. ""]"
T_19,17,ROI_257.png,334016,544,614,0.314,"['tintin', 'haddock']","[0.945, 0.943]",[0.96],1,['1'],{0: 'tintin'},"[""I'm wondering WHO warned the authorities at Wadesdah persuaded them to deport ns 2 ""]"
T_19,17,ROI_258.png,459272,748,614,0.12,"['haddock', 'tintin', 'snowy']","[0.965, 0.912, 0.788]","[0.884, 0.661]",2,"['1', '2']","{0: 'snowy', 1: 'tintin'}","['wooah! wooah! ', ""Hello. Snowy, what's the matter? ""]"
T_19,17,ROI_259.png,297660,484,615,0.242,"['haddock', 'snowy']","[0.936, 0.736]",[0.969],1,['1'],{0: 'snowy'},"[""here, will stop that! you know, yes, he something. All right, I'll Follow you ""]"
T_19,17,ROI_260.png,315495,513,615,0.047,['snowy'],[0.886],[0.898],1,['1'],{0: 'snowy'},['wooah. wooah. ']
T_19,17,ROI_261.png,279664,454,616,0.223,['tintin'],[0.944],"[0.938, 0.872]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['In there? It\'s the luggage. You want me to go in? "" A ) right, I\'m coming. ', 'wooah! wooah! ']"
T_19,17,ROI_262.png,223608,363,616,0.163,['tintin'],[0.869],"[0.813, 0.678]",2,['2'],"{0: 'NaN', 1: 'tintin'}","['PH-E-E-E- - - - ', 'UNKNOWN']"
T_19,17,ROI_263.png,436968,714,612,0.066,['tintin'],[0.866],[0.963],1,[],{0: 'NaN'},"[""What's that siren for? ""]"
T_19,17,ROI_264.png,244188,399,612,0.0,['haddock'],[0.713],[],0,[],{},[]
T_19,17,ROI_265.png,437782,713,614,0.145,['tintin'],[0.715],[0.758],1,['1'],{0: 'tintin'},"[""An engine on fire! That's the alarm ""]"
T_19,17,ROI_266.png,334016,544,614,0.196,['haddock'],[0.807],[0.948],1,['1'],{0: 'haddock'},"[""Thundering typhoons! the ex- tinguishers haven't worked : it's burning fiercely than more. ""]"
T_19,17,ROI_267.png,520905,847,615,0.0,[],['NONE'],[],0,[],{},[]
T_19,17,ROI_268.png,268576,436,616,0.191,['snowy'],[0.72],[0.956],1,['1'],{0: 'snowy'},"[""it's no heavy. I shall just have to. ""]"
T_19,18,ROI_270.png,255640,415,616,0.311,[],['NONE'],[0.923],1,[],{0: 'NaN'},['This is KH-OZD.. starr. board engine still burn. ing.... portengine mis- firing.... wearelosing ']
T_19,18,ROI_271.png,261184,424,616,0.25,['snowy'],[0.868],[0.949],1,['1'],{0: 'snowy'},"[""simply must make him understand. he's got tocome and look at this thing. ""]"
T_19,18,ROI_272.png,305536,496,616,0.251,"['snowy', 'tintin']","[0.927, 0.802]",[0.953],1,['1'],{0: 'tintin'},"[""again?. no, old chap. that's enough. I tell you, this is for games. ""]"
T_19,18,ROI_273.png,293970,478,615,0.262,"['tintin', 'snowy']","[0.897, 0.857]","[0.937, 0.898, 0.756]",3,"['1', '3']","{0: 'snowy', 1: 'NaN', 2: 'tintin'}","[""Why won't and look? "", 'A parachute. I insist that you give me a parachute! ', 'UNKNOWN']"
T_19,18,ROI_274.png,423225,627,675,0.281,[],['NONE'],"[0.919, 0.835]",2,[],"{0: 'NaN', 1: 'NaN'}","[""want a parachute, if tell you I've paid for my seat, and "", ""Don't lose your head, sir. find a parachute quite useless now. ""]"
T_19,18,ROI_275.png,369477,549,673,0.235,['haddock'],[0.951],[0.979],1,['1'],{0: 'haddock'},"[""look here, young fellow, keep calm, will you? And leave this pilot alone. he's got enough on ""]"
T_19,18,ROI_276.png,440847,657,671,0.0,['haddock'],[0.941],[],0,[],{},[]
T_19,18,ROI_277.png,411435,669,615,0.048,['tintin'],[0.913],[0.959],1,['1'],{0: 'tintin'},"[""I'm sorry about this, but ""]"
T_19,18,ROI_278.png,306270,498,615,0.254,[],['NONE'],[0.974],1,[],{0: 'NaN'},"['good lad! thanks! everybody hang on right, try to land. ']"
T_19,18,ROI_279.png,407082,663,614,0.259,[],['NONE'],[0.715],1,[],{0: 'NaN'},"[""this is KH-OZD. We're over the southern edge of the Kadheh. we've jettisoned the fuel. We're stopping the portmotor. we're tryingia landing. ""]"
T_19,18,ROI_280.png,1048509,1869,561,0.0,[],['NONE'],[],0,[],{},[]
T_19,19,ROI_282.png,521752,847,616,0.0,[],['NONE'],[],0,[],{},[]
T_19,19,ROI_283.png,265680,432,615,0.137,[],['NONE'],[0.881],1,[],{0: 'NaN'},['allah be praised! we are safe! ']
T_19,19,ROI_284.png,336952,547,616,0.0,[],['NONE'],[],0,[],{},[]
T_19,19,ROI_285.png,343112,557,616,0.096,[],['NONE'],[0.814],1,[],{0: 'NaN'},"[""whew! that's it! The fire is out. ""]"
T_19,19,ROI_286.png,287497,469,613,0.309,['haddock'],[0.861],[0.956],1,[],{0: 'NaN'},"[""don't stay open sun. We'd better wait for a rescue party. ""]"
T_19,19,ROI_287.png,211060,346,610,0.199,[],['NONE'],"[0.933, 0.89]",2,[],"{0: 'NaN', 1: 'NaN'}","['Come out of there, snowy! atonce! ', 'wooah! wooah! ']"
T_19,19,ROI_288.png,265524,436,609,0.059,[],['NONE'],[0.657],1,[],{0: 'NaN'},['wooah. wooah. ']
T_19,19,ROI_289.png,299505,487,615,0.383,[],['NONE'],"[0.96, 0.908]",2,[],"{0: 'NaN', 1: 'NaN'}","[""No, no, there's no need to worny. wadesdale was alerted, and it's only thirty miles away.'They'll us. "", 'UNKNOWN']"
T_19,19,ROI_290.png,391118,637,614,0.462,"['haddock', 'tintin']","[0.954, 0.865]","[0.913, 0.871, 0.783]",3,"['1', '3']","{0: 'haddock', 1: 'NaN', 2: 'tintin'}","['On Foot? ', 'wooah! wooah! ', ""say, Captain, if we stay, here they'll take us back to Wadesdale, and we'll be expelled once. again Wait a minute, Snowy... It seems city. suppose we make ourselves scarce. ""]"
T_19,19,ROI_291.png,432165,705,613,0.253,"['haddock', 'tintin', 'snowy']","[0.965, 0.876, 0.864]","[0.905, 0.781]",2,"['1', '2']","{0: 'snowy', 1: 'tintin'}","[""so you're coming "", ""Yes, on foot. I'm just going back to the Snowy's incorrigible : he absolutely me thing. ""]"
T_19,19,ROI_292.png,410000,656,625,0.139,"['haddock', 'snowy']","[0.883, 0.802]","[0.928, 0.795]",2,"['1', '2']","{0: 'haddock', 1: 'snowy'}","['Thirty miles! a mere trifle! ', 'All right, Snowy. ']"
T_19,19,ROI_293.png,233871,373,627,0.241,['haddock'],[0.958],[0.96],1,['1'],{0: 'haddock'},"[""Thirty miles.... and I've still got. see I've still got ""]"
T_19,19,ROI_294.png,228327,363,629,0.297,['haddock'],[0.973],[0.96],1,['1'],{0: 'haddock'},"[""half a bottle of whisky. that's 240 miles to the not too good, but still. ""]"
T_19,19,ROI_295.png,258897,409,633,0.0,['haddock'],[0.938],[],0,[],{},[]
T_19,20,ROI_297.png,234695,365,643,0.13,['haddock'],[0.948],[0.884],1,['1'],{0: 'haddock'},['my bottle!. il must save my bottle! ']
T_19,20,ROI_298.png,359437,559,643,0.135,['haddock'],[0.749],[0.861],1,['1'],{0: 'haddock'},"[""Thundering typhoons! The plane's ""]"
T_19,20,ROI_299.png,131040,420,312,0.224,['haddock'],[0.963],[0.759],1,['1'],{0: 'haddock'},"[""But my bottle's safe! ""]"
T_19,20,ROI_300.png,298816,464,644,0.239,['haddock'],[0.942],[0.957],1,[],{0: 'NaN'},"[""he went. towards the plaine. Let's hope careful : mustn't break my bottle. ""]"
T_19,20,ROI_301.png,130592,424,308,0.0,['haddock'],[0.832],[],0,[],{},[]
T_19,20,ROI_302.png,282586,458,617,0.105,['haddock'],[0.966],[0.864],1,['1'],{0: 'haddock'},['tintin!... Tintin!. ']
T_19,20,ROI_303.png,75140,260,289,0.0,[],['NONE'],[],0,[],{},[]
T_19,20,ROI_304.png,393065,635,619,0.0,['haddock'],[0.936],[],0,[],{},[]
T_19,20,ROI_305.png,280692,452,621,0.374,"['haddock', 'tintin']","[0.933, 0.877]","[0.908, 0.894]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""Safe and sound. fetching. he's your hat. "", ""n. no. 1 was just knocked flat by the blast. But Snowy? Where's snowy? ""]"
T_19,20,ROI_306.png,80031,259,309,0.362,[],['NONE'],[0.896],1,[],{0: 'NaN'},['Billions of blistering barnacles! ']
T_19,20,ROI_307.png,325035,465,699,0.398,"['tintin', 'snowy']","[0.831, 0.813]","[0.953, 0.9]",2,['1'],"{0: 'snowy', 1: 'NaN'}","['you you to take me more seriously. ', 'snowy. good You scented danger. ehr? And I just thought you wanted to play. ']"
T_19,20,ROI_308.png,578200,826,700,0.329,"['haddock', 'tintin']","[0.909, 0.814]",[0.873],1,[],{0: 'NaN'},"[""A time-bomb in the baggage compartment So it's thanks to the fire in the starboard motor that we're still alive normally. at over the Jebel you can imagine, if we'd blown. up in the air ""]"
T_19,20,ROI_309.png,184191,537,343,0.31,"['haddock', 'tintin']","[0.953, 0.792]","[0.941, 0.927]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['yes, lucky a es cape il der. ', 'what? ']"
T_19,20,ROI_310.png,183458,538,341,0.342,"['haddock', 'tintin']","[0.968, 0.856]","[0.942, 0.901]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['All right. jagree. ', ""Nothing... but I think we won't hang around here. let's 90. ""]"
T_19,20,ROI_311.png,955392,1866,512,0.0,[],['NONE'],[],0,[],{},[]
T_19,21,ROI_313.png,378573,571,663,0.232,['snowy'],[0.737],"[0.944, 0.901]",2,['2'],"{0: 'NaN', 1: 'snowy'}","[""when we get to Wadesdah, we'll seek shelter with our old friend Senhor Oliveira de Figueira. "", 'sniff sniff ']"
T_19,21,ROI_314.png,276716,418,662,0.335,[],['NONE'],[0.894],1,[],{0: 'NaN'},"[""We mustn't run into the rescue party on the way. our disappearance is reported. ""]"
T_19,21,ROI_315.png,222070,838,265,0.0,['haddock'],[0.947],[],0,[],{},[]
T_19,21,ROI_316.png,325080,840,387,0.0,['snowy'],[0.942],[],0,[],{},[]
T_19,21,ROI_317.png,291592,508,574,0.325,[],['NONE'],[0.937],1,[],{0: 'NaN'},"[""I've had enough of this little jaunt longer I'll be on my knees! If only il lie down! ""]"
T_19,21,ROI_318.png,237380,415,572,0.322,"['haddock', 'tintin']","[0.971, 0.895]",[0.924],1,['1'],{0: 'haddock'},"['Lie down? We simply must reach Wadesidah. before dawn, Captain. Lying down is out of the question. ']"
T_19,21,ROI_319.png,233290,410,569,0.273,"['haddock', 'tintin']","[0.962, 0.892]","[0.921, 0.711]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['Make up your shall I lie down, or not? ', 'quick, lie down. ']"
T_19,21,ROI_320.png,271982,478,569,0.205,[],['NONE'],[0.966],1,[],{0: 'NaN'},"[""A patrol. I'm sure they : 're out looking for ns ""]"
T_19,21,ROI_321.png,277479,717,387,0.0,[],['NONE'],[],0,[],{},[]
T_19,21,ROI_322.png,324048,471,688,0.224,[],['NONE'],"[0.926, 0.881]",2,[],"{0: 'NaN', 1: 'NaN'}","[""It's just an aero. plane. listen. "", 'heard a noise. a sort of rumbling ']"
T_19,21,ROI_323.png,221328,636,348,0.285,['tintin'],[0.757],"[0.965, 0.941]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""For heaven's sake "", ""Me, snoring? I didn't hear anything. ""]"
T_19,21,ROI_324.png,200480,716,280,0.095,[],['NONE'],[0.884],1,[],{0: 'NaN'},['halt goes there? ']
T_19,21,ROI_325.png,203835,635,321,0.181,"['haddock', 'tintin']","[0.898, 0.887]","[0.79, 0.679]",2,['2'],"{0: 'NaN', 1: 'haddock'}","[""whew! they've gone. "", 'Oh, good. 22.2 ']"
T_19,21,ROI_326.png,362544,664,546,0.201,"['haddock', 'snowy']","[0.895, 0.786]","[0.957, 0.92]",2,"['1', '2']","{0: 'haddock', 1: 'haddock'}","[""I'll have my bed, Nestor. 222. zziz. "", ""Come on, Captain, get up. We're moving on. ""]"
T_19,21,ROI_327.png,292672,538,544,0.182,"['haddock', 'snowy']","[0.879, 0.801]","[0.83, 0.818]",2,['2'],"{0: 'NaN', 1: 'snowy'}","['2 2 2 ', ""It isn't Nestor, Captain it's Tintin! Get up, hurry ""]"
T_19,21,ROI_328.png,342342,627,546,0.231,"['tintin', 'haddock']","[0.862, 0.786]","[0.927, 0.902]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['222. 2 22. 2 2 2. ', ""What on earth can I they don't come back ""]"
T_19,22,ROI_330.png,264020,430,614,0.315,[],['NONE'],[0.941],1,[],{0: 'NaN'},"[""always keep a small flask of rum. emergencies. now's the time. to use it. ""]"
T_19,22,ROI_331.png,227423,371,613,0.19,['tintin'],[0.847],[0.951],1,['1'],{0: 'tintin'},"[""This confounded cork won't ""]"
T_19,22,ROI_332.png,271852,1022,266,0.061,['haddock'],[0.916],[0.752],1,[],{0: 'NaN'},"[""ah! That's it! ""]"
T_19,22,ROI_333.png,351230,1030,341,0.0,['haddock'],[0.954],[],0,[],{},[]
T_19,22,ROI_334.png,152400,508,300,0.0,['tintin'],[0.882],[],0,[],{},[]
T_19,22,ROI_335.png,444924,727,612,0.285,"['haddock', 'tintin']","[0.96, 0.905]","[0.963, 0.748]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['SUI Bequiet! we must get on ', 'aaaah. now. then where are those sprouts? I mean scouts. a word or two www-with them! ']"
T_19,22,ROI_336.png,362283,591,613,0.312,[],['NONE'],[0.927],1,[],{0: 'NaN'},"[""Wadesdah at last! must be careful. The main gates. will be watched ; but I know a small gateway, and that'll be unguarded. ""]"
T_19,22,ROI_337.png,148844,508,293,0.118,"['haddock', 'tintin']","[0.887, 0.881]",[0.966],1,['1'],{0: 'tintin'},"[""stop! That's enough! ""]"
T_19,22,ROI_338.png,279048,453,616,0.361,[],['NONE'],[0.937],1,[],{0: 'NaN'},"[""There, you see. we got in now. we must find Senator Oliveira de Figueira. I'm sure his house is near here ""]"
T_19,22,ROI_339.png,291510,474,615,0.252,"['haddock', 'tintin']","[0.963, 0.862]","[0.926, 0.743]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['You did say he always has a bottle of wine handy? ', ""Yes, that's it. I remember. ""]"
T_19,22,ROI_340.png,273675,445,615,0.26,"['haddock', 'tintin']","[0.963, 0.875]","[0.91, 0.895]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['Senhor Oliveira Senhor Oliveira ', ""The joke's on us if he's moved! ""]"
T_19,22,ROI_341.png,266295,433,615,0.228,"['tintin', 'haddock']","[0.876, 0.853]","[0.939, 0.851]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['Senhor Oliveira senhor. oliveira open the door ', 'UNKNOWN']"
T_19,22,ROI_342.png,350550,570,615,0.092,"['tintin', 'haddock']","[0.882, 0.74]",[0.818],1,[],{0: 'NaN'},['Blistering barnacles!. A patrol! ']
